Sr.No,Name,Brand,UnitPrice,DicountPrice,Category,SubCategory,Quantity
1256,Glucon-D Orange,Glucon-D,352,301,Dairy & Beverages,Beverages,1 kg
1257,Red Bull Energy Drink,Red Bull,650,552,Dairy & Beverages,Beverages,6x250 ml
1258,Red Bull Energy Drink,Red Bull,440,350,Dairy & Beverages,Beverages,4x250 ml
1259,Glucon-D Nimbu Pani,Glucon-D,173,147,Dairy & Beverages,Beverages,450 gm
1260,Glucon-D Nimbu Pani,Glucon-D,352,315,Dairy & Beverages,Beverages,1 kg
1261,Monster Energy Drink Tin,Monster,110,80,Dairy & Beverages,Beverages,350 ml
1262,Red Bull Energy Drink,Red Bull,145,120,Dairy & Beverages,Beverages,350 ml
1263,Glucon-D Plain,Glucon-D,118,97,Dairy & Beverages,Beverages,450 gm
1264,Glucon-D Plain,Glucon-D,198,174,Dairy & Beverages,Beverages,1 kg
1265,O'cean Natural Power Energy Drink,O'cean,75,37,Dairy & Beverages,Beverages,250 ml
1266,Chetran's Tofu,Chetran's,60,50,Dairy & Beverages,Dairy,250 gm
1267,Budweiser Beats Energy Drink,Budweiser Beats,90,55,Dairy & Beverages,Beverages,250 ml
1268,Cipla Prolyte ORS - Orange Flavour,Cipla,32.57,19,Dairy & Beverages,Beverages,200 ml
1269,Cipla Prolyte ORS - Apple Flavour,Cipla,32.57,20,Dairy & Beverages,Beverages,200 ml
1270,Red Bull Sugarfree,Red Bull,115,103,Dairy & Beverages,Beverages,250 ml
1271,Rooh Afza,Hamdard,160,140,Dairy & Beverages,Beverages,750 ml
1272,Mapro Coolz Rose Sharbat,Mapro,252,192,Dairy & Beverages,Beverages,1 L
1273,Guruji Kesaria Thandai,Guruji,550,410,Dairy & Beverages,Beverages,1 L
1274,Kokan Gem Kokam Syrup,Kokan Gem,170,85,Dairy & Beverages,Beverages,1 L
1275,Mala's Rose Syrup,Mala's,230,129,Dairy & Beverages,Beverages,1 L
1276,Hershey's Chocolate Syrup,Hershey's,220,151,Dairy & Beverages,Beverages,623 gm
1277,Hershey's Chocolate Syrup,Hershey's,95,80,Dairy & Beverages,Beverages,200 gm
1278,Kokan Gem Kairi Panhe,Kokan Gem,170,74,Dairy & Beverages,Beverages,1 L
1279,Mapro Cocktail Mixology Kit,Mapro,999,649,Dairy & Beverages,Beverages,750 ml
1280,Home Made Lemon Pudina Fruit Squash,Home Made,190,130,Dairy & Beverages,Beverages,750 ml
1281,Jimmy's Cocktails - Cosmopolitan Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1282,Jimmy's Cocktails - Mango Chilli Mojito Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1283,Jimmy's Cocktails - SOTB Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1284,Jimmy's Cocktails - Margarita Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1285,Jimmy's Cocktails - Whiskey Sour Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1286,Home Made Real Variyali Syrup,Home Made,190,130,Dairy & Beverages,Beverages,750 ml
1287,Jimmy's Cocktails - BM Cocktail Mixer,Jimmy's Cocktail,99,79,Dairy & Beverages,Beverages,250 ml
1288,Home Made Rose Falooda Syrup,Home Made,190,130,Dairy & Beverages,Beverages,750 ml
1289,Home Made Masala Shikanji Syrup,Home Made,160,89,Dairy & Beverages,Beverages,750 ml
1290,Monin Mojito Mint Flavoured Syrup,Monin,395,349,Dairy & Beverages,Beverages,250 ml
1291,Home Made Anjeer Kesar Fruit Squash,Home Made,240,133,Dairy & Beverages,Beverages,750 ml
1292,Guruji Rose Sharbat,Guruji,260,210,Dairy & Beverages,Beverages,1 L
1293,Monin Blue Curacao Flavoured Syrup,Monin,395,325,Dairy & Beverages,Beverages,250 ml
1294,Monin Green Apple Flavoured Syrup,Monin,395,325,Dairy & Beverages,Beverages,250 ml
1295,Monin Vanilla Flavoured Syrup,Monin,395,349,Dairy & Beverages,Beverages,250 ml
1296,Hershey's Strawberry Syrup,Hershey's,230,141,Dairy & Beverages,Beverages,623 gm
1297,Britannia Good Day Cashew Cookies,Britannia,50,37,Packaged Food,Biscuits & Cookies,200 gm
1298,Britannia Good Day Cashew Cookies,Britannia,130,86,Packaged Food,Biscuits & Cookies,600 gm
1299,Parle Hide & Seek Chocolate Chip Cookies,Parle,140,90,Packaged Food,Biscuits & Cookies,350 gm
1300,Parle Hide & Seek Chocolate Chip Cookies,Parle,30,27,Packaged Food,Biscuits & Cookies,100 gm
1301,Karachi's Fruit Biscuits,Karachi's,170,130,Packaged Food,Biscuits & Cookies,400 gm
1302,Parle Nutricrunch Digestive Cookies,Parle,250,125,Packaged Food,Biscuits & Cookies,1 kg
1303,Sunfeast Dark Fantasy Yumfills Cake,Sunfeast,150,75,Packaged Food,Biscuits & Cookies,253 gm
1304,Britannia Good Day Chocochip Cookies,Britannia,140,70,Packaged Food,Biscuits & Cookies,400 gm
1305,Unibic Choco Chip Cookies,Unibic,40,24,Packaged Food,Biscuits & Cookies,100 gm
1306,Unibic Choco Chip Cookies,Unibic,190,95,Packaged Food,Biscuits & Cookies,500 gm
1307,Britannia Nice Time Coconut Biscuits,Britannia,25,23,Packaged Food,Biscuits & Cookies,143 gm
1308,Sunfeast Mom's Magic Cashew & Almond Cookies,Sunfeast Mom's Magic,120,85,Packaged Food,Biscuits & Cookies,584 gm
1309,Parle 20-20 Gold Cashew Almond Cookies,Parle,140,70,Packaged Food,Biscuits & Cookies,600 gm
1310,Unibic Fruit & Nut Cookies,Unibic,55,37,Packaged Food,Biscuits & Cookies,150 gm
1311,Unibic Fruit & Nut Cookies,Unibic,190,95,Packaged Food,Biscuits & Cookies,500 gm
1312,Unibic Cashew Badam Cookies,Unibic,150,60,Packaged Food,Biscuits & Cookies,500 gm
1313,Britannia Little Hearts Classic Biscuits,Britannia,30,25,Packaged Food,Biscuits & Cookies,75 gm
1314,Britannia Tiger Krunch Chocochips Biscuits,Britannia,140,70,Packaged Food,Biscuits & Cookies,4X100 gm
1315,Patanjali Doodh Biscuits,Patanjali,40,37,Packaged Food,Biscuits & Cookies,300 gm
1316,Unibic Choco Nut Cookies,Unibic,190,95,Packaged Food,Biscuits & Cookies,500 gm
1317,Unibic Choco Kiss Cookies,Unibic,50,25,Packaged Food,Biscuits & Cookies,75 gm
1318,Unibic Choco Kiss Cookies,Unibic,160,80,Packaged Food,Biscuits & Cookies,250 gm
1319,Malkist Chocolate Flavoured Crunchy Layered Crackers,Malkist,50,35,Packaged Food,Biscuits & Cookies,138 gm
1320,Malkist Cheese Flavoured Crunchy Layered Crackers,Malkist,50,35,Packaged Food,Biscuits & Cookies,138 gm
1321,Sunfeast Nice Sugar Sprinkled Biscuits,Sunfeast Nice,25,23,Packaged Food,Biscuits & Cookies,150 gm
1322,Munchy's Cream Crackers,Munchy's,199,175,Packaged Food,Biscuits & Cookies,300 gm
1323,Munchy's Vege Crackers,Munchy's,199,165,Packaged Food,Biscuits & Cookies,300 gm
1324,Cookie Man Almond Fingers,Cookie Man,350,234,Packaged Food,Biscuits & Cookies,250 gm
1325,Cookie Man Assorted Cookies Tin,Cookie Man,370,227,Packaged Food,Biscuits & Cookies,300 gm
1326,Cookie Man Hand Pound Chocolate Cookies,Cookie Man,49,33,Packaged Food,Biscuits & Cookies,100 gm
1327,Sunfeast Mom's Magic Butter Cookies,Sunfeast,35,30,Packaged Food,Biscuits & Cookies,200 gm
1328,Munchy's Wheat Crackers,Munchy's,199,165,Packaged Food,Biscuits & Cookies,276 gm
1329,Munchy's Sugar Crackers,Munchy's,199,165,Packaged Food,Biscuits & Cookies,300 gm
1330,Cookie Man Brownie Brittle,Cookie Man,250,165,Packaged Food,Biscuits & Cookies,200 gm
1331,Lotus Biscoff Biscuit,Lotus Biscoff,299,240,Packaged Food,Gourmet Food,250 gm
1332,Lotus Biscoff Biscuit,Lotus Biscoff,189,149,Packaged Food,Gourmet Food,124 gm
1333,Malkist Sugar Crackers,Malkist,50,35,Packaged Food,Biscuits & Cookies,135 gm
1334,Cookie Man Brandy Snap Cookies,Cookie Man,90,50,Packaged Food,Biscuits & Cookies,120 gm
1335,Cookie Man Nutty Magic Cookies,Cookie Man,49,33,Packaged Food,Biscuits & Cookies,100 gm
1336,Tosita Baked Ragi Crackers,Tosita,100,70,Packaged Food,Biscuits & Cookies,200 gm
1337,Tosita Cheese Straws,Tosita,170,119,Packaged Food,Biscuits & Cookies,200 gm
1338,Tosita Baked Pita Chips Just Salted,Tosita,60,42,Packaged Food,Biscuits & Cookies,150 gm
1339,Unibic Snappers Potato Crackers - Indi Spice,Unibic,150,75,Packaged Food,Biscuits & Cookies,300 gm
1340,Unibic Snappers Potato Crackers - Cream N' Onion,Unibic,150,75,Packaged Food,Biscuits & Cookies,300 gm
1341,Unibic Sugarfree Butter Cookies,Unibic,50,25,Packaged Food,Biscuits & Cookies,75 gm
1342,Unibic Sugarfree Oatmeal Cookies,Unibic,50,25,Packaged Food,Biscuits & Cookies,75 gm
1343,Orion O'Rice Cracker,Orion,140,112,Packaged Food,Biscuits & Cookies,14x10.8 gm
1344,Britannia Good Day Harmony,Good Day Harmony,30,15,Packaged Food,Biscuits & Cookies,120 gm
1345,Parle-G Original Gluco Biscuits,Parle,5,5,Packaged Food,Biscuits & Cookies,50 gm
1346,Parle-G Original Gluco Biscuits,Parle,25,23,Packaged Food,Biscuits & Cookies,200 gm
1347,Parle-G Original Gluco Biscuits,Parle,85,76,Packaged Food,Biscuits & Cookies,800 gm
1348,Parle-G Gold Biscuits,Parle,75,69,Packaged Food,Biscuits & Cookies,500 gm
1349,Parle-G Gold Biscuits,Parle,140,114,Packaged Food,Biscuits & Cookies,1 kg
1350,Britannia Milk Bikis Biscuits,Britannia,25,23,Packaged Food,Biscuits & Cookies,190.5 gm
1351,Britannia Milk Bikis Biscuits,Britannia,90,65,Packaged Food,Biscuits & Cookies,500 gm
1352,Britannia Marie Gold Biscuits,Britannia,140,115,Packaged Food,Biscuits & Cookies,1 kg
1353,Britannia Marie Gold Biscuits,Britannia,40,35,Packaged Food,Biscuits & Cookies,250 gm
1354,Britannia Vita Marie Gold Biscuits,Britannia,126,106,Packaged Food,Biscuits & Cookies,900 gm
1355,Britannia Vita Marie Gold Biscuits,Britannia,45,40,Packaged Food,Biscuits & Cookies,248 gm
1356,Britannia Vita Marie Gold Biscuits,Britannia,30,27,Packaged Food,Biscuits & Cookies,150 gm
1357,Sunfeast Marie Light Biscuit,Sunfeast,140,93,Packaged Food,Biscuits & Cookies,1 kg
1358,Parle Marie Biscuits,Parle,120,85,Packaged Food,Biscuits & Cookies,800 gm
1359,McVitie's Wholewheat Marie Biscuits,McVitie's,40,32,Packaged Food,Biscuits & Cookies,200 gm
1360,Parle Monaco Classic Regular Biscuit,Parle,120,85,Packaged Food,Biscuits & Cookies,700 gm
1361,Parle Monaco Classic Regular Biscuit,Parle,70,65,Packaged Food,Biscuits & Cookies,400 gm
1362,Parle Monaco Classic Regular Biscuit,Parle,35,32,Packaged Food,Biscuits & Cookies,200 gm
1363,Parle Krackjack Biscuits,Parle,120,90,Packaged Food,Biscuits & Cookies,700 gm
1364,Parle Krackjack Biscuits,Parle,70,65,Packaged Food,Biscuits & Cookies,400 gm
1365,Parle Krackjack Biscuits,Parle,35,32,Packaged Food,Biscuits & Cookies,200 gm
1366,Britannia 50-50 Maska Chaska Biscuits,Britannia,90,65,Packaged Food,Biscuits & Cookies,300 gm
1367,Britannia 50-50 Maska Chaska Biscuits,Britannia,30,27,Packaged Food,Biscuits & Cookies,105 gm
1368,Parle Monaco Cheeslings Classic,Parle,140,110,Packaged Food,Biscuits & Cookies,300 gm
1369,Bellie Cream Crackers Biscuit,Bellie,210,151,Packaged Food,Biscuits & Cookies,300 gm
1370,Sunfeast Dark Fantasy Choco Fills Cookies,Sunfeast Dark Fantasy,40,30,Packaged Food,Biscuits & Cookies,75 gm
1371,Sunfeast Dark Fantasy Choco Fills Cookies,Sunfeast Dark Fantasy,170,110,Packaged Food,Biscuits & Cookies,300 gm
1372,Lotte Choco Pie,Lotte Choco Pie,210,145,Packaged Food,Biscuits & Cookies,504 gm
1373,Lotte Choco Pie,Lotte Choco Pie,150,99,Packaged Food,Biscuits & Cookies,300 gm
1374,Lotte Choco Pie,Lotte Choco Pie,80,70,Packaged Food,Biscuits & Cookies,168 gm
1375,Cadbury Oreo Original Biscuits - Value Pack,Cadbury,85,56,Packaged Food,Biscuits & Cookies,300 gm
1376,Cadbury Oreo Original Biscuits - Value Pack,Cadbury,145,95,Packaged Food,Biscuits & Cookies,500 gm
1377,Cadbury Oreo Original Biscuits - Value Pack,Cadbury,30,27,Packaged Food,Biscuits & Cookies,120 gm
1378,Bisky Bites Vanilla Magic Sandwich Biscuits,Bisky Bites,76,47,Packaged Food,Biscuits & Cookies,300 gm
1379,Britannia Jim Jam Cream Biscuits,Britannia,35,23,Packaged Food,Biscuits & Cookies,150 gm
1380,Britannia Bourbon Sandwich Flavoured Biscuits,Britannia,40,31,Packaged Food,Biscuits & Cookies,150 gm
1381,Britannia Bourbon Sandwich Flavoured Biscuits,Britannia,10,9,Packaged Food,Biscuits & Cookies,50 gm
1382,Cadbury Oreo Choco Crème Biscuits,Cadbury Oreo,85,56,Packaged Food,Biscuits & Cookies,300 gm
1383,Cadbury Oreo Choco Crème Biscuits,Cadbury Oreo,30,27,Packaged Food,Biscuits & Cookies,120 gm
1384,Bisky Bites Chocolate Blast Sandwich Biscuits,Bisky Bites,76,47,Packaged Food,Biscuits & Cookies,300 gm
1385,Bisky Bites Bourbon Sandwich Biscuits,Bisky Bites,34,22,Packaged Food,Biscuits & Cookies,150 gm
1386,Sunfeast Dark Fantasy Choco Créme Biscuits,Sunfeast Dark Fantasy,30,15,Packaged Food,Biscuits & Cookies,100 gm
1387,Sunfeast Dark Fantasy Vanilla Créme Biscuits,Sunfeast Dark Fantasy,30,15,Packaged Food,Biscuits & Cookies,100 gm
1388,Dukes Bourbon Biscuits,Local Brand,36,18,Packaged Food,Biscuits & Cookies,135 gm
1389,Cadbury Oreo Cadbury Dipped,Cadbury,70,50,Packaged Food,Biscuits & Cookies,150 gm
1390,Parle Hide & Seek Caffé Mocha Biscuits,Parle,30,27,Packaged Food,Biscuits & Cookies,100 gm
1391,Cadbury Bournvita Chocolate Cookies,Cadbury Bournvita Biscuits,99,69,Packaged Food,Biscuits & Cookies,400 gm
1392,Cadbury Bournvita Chocolate Cookies,Cadbury Bournvita Biscuits,30,27,Packaged Food,Biscuits & Cookies,120 gm
1393,Bellie Cheese Cream Sandwich Biscuit,Bellie,210,175,Packaged Food,Biscuits & Cookies,190 gm
1394,Sunfeast Dark Fantasy Bourbon Biscuits,Sunfeast Bourbon,30,15,Packaged Food,Biscuits & Cookies,120 gm
1395,Cadbury Oreo Choco Cream Sandwich Biscuits Jumbo Pack,Cadbury Oreo,145,89,Packaged Food,Biscuits & Cookies,500 gm
1396,Bellie Chocolate Cream Sandwich Biscuits,Bellie,210,151,Packaged Food,Biscuits & Cookies,190 gm
1397,Cadbury Oreo Red Velvet Biscuits,Cadbury,40,30,Packaged Food,Biscuits & Cookies,120 gm
1398,Britannia NutriChoice Digestive Hi-Fibre Biscuits,Britannia,199,170,Packaged Food,Biscuits & Cookies,1 kg
1399,Britannia NutriChoice Digestive Hi-Fibre Biscuits,Britannia,50,45,Packaged Food,Biscuits & Cookies,150 gm
1400,Britannia NutriChoice Digestive Hi-Fibre Biscuits,Britannia,20,19,Packaged Food,Biscuits & Cookies,100 gm
1401,Sunfeast Farmlite 5 Grain Digestive Biscuit,Sunfeast,200,100,Packaged Food,Biscuits & Cookies,800 gm
1402,Mcvitie's Digestive Biscuits,Mcvitie's,199,139,Packaged Food,Biscuits & Cookies,1 kg
1403,Mcvitie's Digestive Biscuits,Mcvitie's,50,35,Packaged Food,Biscuits & Cookies,200 gm
1404,Britannia Toastea Premium Bake Rusk,Britannia,110,90,Packaged Food,Bakery,654 gm
1405,Britannia Toastea Premium Bake Rusk,Britannia,70,55,Packaged Food,Bakery,400 gm
1406,Britannia Toastea Premium Bake Rusk,Britannia,50,42,Packaged Food,Bakery,273 gm
1407,Parle Real Elaichi Premium Rusk,Parle,55,44,Packaged Food,Bakery,273 gm
1408,Parle Real Elaichi Premium Rusk,Parle,70,52,Packaged Food,Bakery,400 gm
1409,Royal Toast,Local Brand,59,46,Packaged Food,Bakery,400 gm
1410,Kwality Maska Khari,Kwality,50,43,Packaged Food,Bakery,180 gm
1411,Royal Maska Khari,Royal Khari,59,45,Packaged Food,Bakery,200 gm
1412,Kwality Jeera Butter,Kwality,40,32,Packaged Food,Bakery,180 gm
1413,Tosita Multi Grain Rusk,Tosita,90,59,Packaged Food,Bakery,200 gm
1414,Tosita Wheat Khari,Tosita,115,80,Packaged Food,Bakery,200 gm
1415,Tosita Milk Rusk,Tosita,80,56,Packaged Food,Bakery,200 gm
1416,Tosita Maska Khari,Tosita,90,63,Packaged Food,Bakery,150 gm
1417,Tosita Methi Khari,Tosita,115,80,Packaged Food,Bakery,200 gm
1418,Tosita Kaju Rusk,Tosita,110,77,Packaged Food,Bakery,200 gm
1419,Tosita Jeera Khari,Tosita,110,77,Packaged Food,Bakery,200 gm
1420,Tosita Wheat Rusk,Tosita,85,56,Packaged Food,Bakery,200 gm
1421,Tosita Bakery Maska Butter,Tosita,85,63,Packaged Food,Bakery,200 gm
1422,Tosita Jeera Butter Bites,Tosita,90,59,Packaged Food,Bakery,200 gm
1423,Tosita Baby Rusk Cheddar Cheese,Tosita,85,59,Packaged Food,Bakery,150 gm
1424,Tosita Baby Rusk Peri Peri,Tosita,85,59,Packaged Food,Bakery,150 gm
1425,Tosita Baby Rusk Tandoori Marinade,Tosita,85,59,Packaged Food,Bakery,150 gm
1426,Tosita Soupsticks,Tosita,70,49,Packaged Food,Bakery,150 gm
1427,Dukes Waffy Choco Roll,Dukes,180,90,Packaged Food,Biscuits & Cookies,250 gm
1428,Dukes Waffy Chocolate Flavoured Wafer Biscuits,Dukes,50,25,Packaged Food,Biscuits & Cookies,60 gm
1429,Pickwick Creamy Wafer Biscuits - Strawberry,Pickwick,60,27,Packaged Food,Biscuits & Cookies,75 gm
1430,Dukes Waffy Orange Flavoured Wafer Biscuits,Dukes,50,25,Packaged Food,Biscuits & Cookies,60 gm
1431,Dukes Waffy Strawberry Flavoured Wafer Biscuits,Dukes,50,25,Packaged Food,Biscuits & Cookies,60 gm
1432,Dukes Waffy Strawberry Roll,Dukes,180,90,Packaged Food,Biscuits & Cookies,250 gm
1433,Pickwick Creamy Wafer Biscuits - Chocolate,Pickwick,60,30,Packaged Food,Biscuits & Cookies,75 gm
1434,Dukes Waffy Vanilla Flavoured Wafer Biscuits,Dukes,50,25,Packaged Food,Biscuits & Cookies,60 gm
1435,Pickwick Creamy Wafer Biscuits - Orange,Pickwick,60,30,Packaged Food,Biscuits & Cookies,75 gm
1436,Loacker Quadratini Chocolate Wafer Cookies,Loacker,199,175,Packaged Food,Gourmet Food,125 gm
1437,Loacker Quadratini Dark Chocolate Wafer Cookies,Loacker,199,175,Packaged Food,Gourmet Food,125 gm
1438,Loacker Quadratini Napolitaner Wafer Cookies,Loacker,199,175,Packaged Food,Gourmet Food,125 gm
1439,Loacker Quadratini Vanilla Wafer Cookies,Loacker,199,175,Packaged Food,Gourmet Food,125 gm
1440,The Belgian Waffle Crisps - Chocolate,The Belgian Waffle Co,120,90,Packaged Food,Biscuits & Cookies,90 gm
1441,The Belgian Waffle Crisps - Double Chocolate,The Belgian Waffle Co,120,90,Packaged Food,Biscuits & Cookies,90 gm
1442,Threptin Diskettes - Vanilla,Threptin,1675,1299,Packaged Food,Personal Care,1 kg
1443,Threptin Diskettes - Chocolate,Threptin,465,385,Packaged Food,Personal Care,275 gm
1444,Threptin Biscuits Vanilla,Threptin,465,385,Packaged Food,Biscuits & Cookies,275 gm
1445,Nutrivalue Whole Ragi Health Vizkits Biscuits,Nutrivalue,80,64,Packaged Food,Biscuits & Cookies,150 gm
1446,Nutrivalue Dibeck Health Biscuits,Nutrivalue,80,59,Packaged Food,Biscuits & Cookies,150 gm
1447,Haldiram's Bhujia Sev,Haldiram's,55,49,Packaged Food,Snacks & Farsans,150 gm
1448,Haldiram's Bhujia Sev,Haldiram's,105,87,Packaged Food,Snacks & Farsans,350 gm
1449,Haldiram's Bhujia Sev,Haldiram's,260,209,Packaged Food,Snacks & Farsans,1 kg
1450,Haldiram's Aloo Bhujia,Haldiram's,52,44,Packaged Food,Snacks & Farsans,150 gm
1451,Haldiram's Aloo Bhujia,Haldiram's,90,78,Packaged Food,Snacks & Farsans,350 gm
1452,Haldiram's Aloo Bhujia,Haldiram's,225,164,Packaged Food,Snacks & Farsans,1 kg
1453,Chheda's Mix Farsan,Chheda's,180,99,Packaged Food,Snacks & Farsans,500 gm
1454,Rajam Snacks Garlic Mixture,Rajam Snacks,199,129,Packaged Food,Snacks & Farsans,800 gm
1455,Haldiram's Khatta Meetha,Haldiram's,75,65,Packaged Food,Snacks & Farsans,350 gm
1456,Haldiram's Khatta Meetha,Haldiram's,200,160,Packaged Food,Snacks & Farsans,1 kg
1457,Bikaji Bhujia,Bikaji,320,219,Packaged Food,Snacks & Farsans,1 kg
1458,Chheda's Farali Potato Chivda,Chheda's,85,49,Packaged Food,Snacks & Farsans,170 gm
1459,Haldiram's Moong Dal,Haldiram's,55,49,Packaged Food,Snacks & Farsans,150 gm
1460,Haldiram's Moong Dal,Haldiram's,105,93,Packaged Food,Snacks & Farsans,350 gm
1461,Haldiram's Moong Dal,Haldiram's,260,234,Packaged Food,Snacks & Farsans,1 kg
1462,Bikaji Soya Sticks,Bikaji,65,32,Packaged Food,Snacks & Farsans,200 gm
1463,Haldiram's Mixture,Haldiram's,74,59,Packaged Food,Snacks & Farsans,350 gm
1464,Peppy Cheese Balls,Peppy,60,30,Packaged Food,Snacks & Farsans,60 gm
1465,Peppy Tomato Discs,Peppy,60,30,Packaged Food,Snacks & Farsans,60 gm
1466,Haldiram's Boondi,Haldiram's,40,36,Packaged Food,Snacks & Farsans,150 gm
1467,Bikaneri Shree Ram Bhujia,Shree Ram Bikaneri,340,165,Packaged Food,Snacks & Farsans,1 kg
1468,Jayshree Special Farsan,Jayshree,155,77,Packaged Food,Snacks & Farsans,500 gm
1469,Chheda's Golden Mix,Chheda's,180,99,Packaged Food,Snacks & Farsans,500 gm
1470,Sitashree Laxminarayan Best Chiwda,Laxminarayan,216,172,Packaged Food,Snacks & Farsans,500 gm
1471,Rajam Snacks Madras Mixture,Rajam Snacks,107,79,Packaged Food,Snacks & Farsans,300 gm
1472,Rajam Snacks Madras Mixture,Rajam Snacks,58,49,Packaged Food,Snacks & Farsans,150 gm
1473,Chheda's Soya Snax,Chheda's,65,32,Packaged Food,Snacks & Farsans,170 gm
1474,Haldiram's Panchratan Mixture,Haldiram's,60,53,Packaged Food,Snacks & Farsans,150 gm
1475,Rajam Mix Farsan,Rajam,143,71,Packaged Food,Snacks & Farsans,400 gm
1476,Sitashree Laxminarayan Cornflakes Chiwda,Laxminarayan,108,88,Packaged Food,Snacks & Farsans,250 gm
1477,Chheda's Mora Sev,Chheda's,55,39,Packaged Food,Snacks & Farsans,170 gm
1478,Rajam Snacks Tikha Gathiya,Rajam,143,71,Packaged Food,Snacks & Farsans,400 gm
1479,Garden Diet Bhel,Garden,55,35,Packaged Food,Snacks & Farsans,140 gm
1480,Haldiram's Phalhari Chiwda,Haldiram's,47,39,Packaged Food,Snacks & Farsans,150 gm
1481,Garden Raita Boondi,Garden,60,45,Packaged Food,Snacks & Farsans,140 gm
1482,Garden Diet Chivda,Garden,55,38,Packaged Food,Snacks & Farsans,140 gm
1483,Kurkure Masala Munch,Kurkure,20,18,Packaged Food,Snacks & Farsans,77.2 gm
1484,Sitashree Laxminarayan Best Potato Chiwda,Laxminarayan,114,99,Packaged Food,Snacks & Farsans,250 gm
1485,Agrawal's 420 Khatta Meetha Mix,Agrawal's 420,250,125,Packaged Food,Snacks & Farsans,900 gm
1486,Kurkure Green Chutney Style,Kurkure,20,18,Packaged Food,Snacks & Farsans,77.2 gm
1487,Charliee Masala Butter Chakli,Charliee,74,37,Packaged Food,Snacks & Farsans,100 gm
1488,Garden Sabudana Chivda,Garden,55,35,Packaged Food,Snacks & Farsans,140 gm
